Country,Income_group,Code,Year,Cereal_energy_share,GDP,Population
Bosnia and Herzegovi,Upper middle income,BIH,1888,,,1517634
Bosnia and Herzegovi,Upper middle income,BIH,-3000,,,59905
Bosnia and Herzegovi,Upper middle income,BIH,1848,,,1011680
Bosnia and Herzegovi,Upper middle income,BIH,1849,,,1017912
Bosnia and Herzegovi,Upper middle income,BIH,800,,,271450
Bosnia and Herzegovi,Upper middle income,BIH,1951,,,2738125
Bosnia and Herzegovi,Upper middle income,BIH,1820,,,854961
Bosnia and Herzegovi,Upper middle income,BIH,1858,,,1074772
Bosnia and Herzegovi,Upper middle income,BIH,1909,,,1934961
Bosnia and Herzegovi,Upper middle income,BIH,1740,,,525805
Bosnia and Herzegovi,Upper middle income,BIH,1900,,,1748536
Bosnia and Herzegovi,Upper middle income,BIH,1996,65,3946.67041015625,3907749
Bosnia and Herzegovi,Upper middle income,BIH,2008,51,11035.04296875,3943390
Bosnia and Herzegovi,Upper middle income,BIH,1987,,,4440298
Bosnia and Herzegovi,Upper middle income,BIH,400,,,255127
Bosnia and Herzegovi,Upper middle income,BIH,1983,,,4312524
Bosnia and Herzegovi,Upper middle income,BIH,1947,,,2582822
Bosnia and Herzegovi,Upper middle income,BIH,1817,,,851806
Bosnia and Herzegovi,Upper middle income,BIH,700,,,267274
Bosnia and Herzegovi,Upper middle income,BIH,1894,,,1633459
Bosnia and Herzegovi,Upper middle income,BIH,1821,,,858129
Bosnia and Herzegovi,Upper middle income,BIH,1100,,,296000
Bosnia and Herzegovi,Upper middle income,BIH,1300,,,327999
Bosnia and Herzegovi,Upper middle income,BIH,1750,,,547266
Bosnia and Herzegovi,Upper middle income,BIH,2006,53,9856.97265625,4058086
Bosnia and Herzegovi,Upper middle income,BIH,1876,,,1271792
Bosnia and Herzegovi,Upper middle income,BIH,1877,,,1292257
Bosnia and Herzegovi,Upper middle income,BIH,1901,,,1768489
Bosnia and Herzegovi,Upper middle income,BIH,1959,,,3200054
Bosnia and Herzegovi,Upper middle income,BIH,-1000,,,151111
Bosnia and Herzegovi,Upper middle income,BIH,1881,,,1374352
Bosnia and Herzegovi,Upper middle income,BIH,1946,,,2563522
Bosnia and Herzegovi,Upper middle income,BIH,1818,,,851806
Bosnia and Herzegovi,Upper middle income,BIH,2004,57,9002.9150390625,4142858
Bosnia and Herzegovi,Upper middle income,BIH,1895,,,1652098
Bosnia and Herzegovi,Upper middle income,BIH,1955,,,2958434
Bosnia and Herzegovi,Upper middle income,BIH,1859,,,1081268
Bosnia and Herzegovi,Upper middle income,BIH,1825,,,878403
Bosnia and Herzegovi,Upper middle income,BIH,1884,,,1434317
Bosnia and Herzegovi,Upper middle income,BIH,1887,,,1496362
Bosnia and Herzegovi,Upper middle income,BIH,1997,63,5344.1591796875,4047756
Bosnia and Herzegovi,Upper middle income,BIH,1847,,,1005485
Bosnia and Herzegovi,Upper middle income,BIH,1889,,,1538333
Bosnia and Herzegovi,Upper middle income,BIH,1973,,,3943151
Bosnia and Herzegovi,Upper middle income,BIH,1975,,,4022094
Bosnia and Herzegovi,Upper middle income,BIH,1976,,,4060043
Bosnia and Herzegovi,Upper middle income,BIH,1819,,,852856
Bosnia and Herzegovi,Upper middle income,BIH,200,,,247338
Bosnia and Herzegovi,Upper middle income,BIH,1857,,,1068314
Bosnia and Herzegovi,Upper middle income,BIH,1824,,,873025
Bosnia and Herzegovi,Upper middle income,BIH,1897,,,1690018
Bosnia and Herzegovi,Upper middle income,BIH,1898,,,1709303
Bosnia and Herzegovi,Upper middle income,BIH,1899,,,1728808
Bosnia and Herzegovi,Upper middle income,BIH,1861,,,1094380
Bosnia and Herzegovi,Upper middle income,BIH,1986,,,4413378
Bosnia and Herzegovi,Upper middle income,BIH,1944,,,2525352
Bosnia and Herzegovi,Upper middle income,BIH,1816,,,851806
Bosnia and Herzegovi,Upper middle income,BIH,1880,,,1354109
Bosnia and Herzegovi,Upper middle income,BIH,1961,,,3325338
Bosnia and Herzegovi,Upper middle income,BIH,1977,,,4096524
Bosnia and Herzegovi,Upper middle income,BIH,1893,,,1615029
Bosnia and Herzegovi,Upper middle income,BIH,1923,,,2157316
Bosnia and Herzegovi,Upper middle income,BIH,1984,,,4349602
Bosnia and Herzegovi,Upper middle income,BIH,1908,,,1914680
Bosnia and Herzegovi,Upper middle income,BIH,1910,,,1953896
Bosnia and Herzegovi,Upper middle income,BIH,1911,,,1971458
Bosnia and Herzegovi,Upper middle income,BIH,1912,,,1987619
Bosnia and Herzegovi,Upper middle income,BIH,1958,,,3138475
Bosnia and Herzegovi,Upper middle income,BIH,1760,,,569604
Bosnia and Herzegovi,Upper middle income,BIH,-2000,,,95144
Bosnia and Herzegovi,Upper middle income,BIH,1846,,,999329
Bosnia and Herzegovi,Upper middle income,BIH,1891,,,1577938
Bosnia and Herzegovi,Upper middle income,BIH,1945,,,2544365
Bosnia and Herzegovi,Upper middle income,BIH,100,,,243532
Bosnia and Herzegovi,Upper middle income,BIH,1856,,,1061895
Bosnia and Herzegovi,Upper middle income,BIH,1822,,,862366
Bosnia and Herzegovi,Upper middle income,BIH,1967,,,3673376
Bosnia and Herzegovi,Upper middle income,BIH,1886,,,1475388
Bosnia and Herzegovi,Upper middle income,BIH,1883,,,1414213
Bosnia and Herzegovi,Upper middle income,BIH,1971,,,3859250
Bosnia and Herzegovi,Upper middle income,BIH,1885,,,1454707
Bosnia and Herzegovi,Upper middle income,BIH,1845,,,993210
Bosnia and Herzegovi,Upper middle income,BIH,1972,,,3901896
Bosnia and Herzegovi,Upper middle income,BIH,1878,,,1313052
Bosnia and Herzegovi,Upper middle income,BIH,1879,,,1333672
Bosnia and Herzegovi,Upper middle income,BIH,1892,,,1596808
Bosnia and Herzegovi,Upper middle income,BIH,1933,,,2325354
Bosnia and Herzegovi,Upper middle income,BIH,1921,,,2125195
Bosnia and Herzegovi,Upper middle income,BIH,1978,,,4131522
Bosnia and Herzegovi,Upper middle income,BIH,1896,,,1670951
Bosnia and Herzegovi,Upper middle income,BIH,1980,,,4199816
Bosnia and Herzegovi,Upper middle income,BIH,1985,,,4383311
Bosnia and Herzegovi,Upper middle income,BIH,1860,,,1087804
Bosnia and Herzegovi,Upper middle income,BIH,1982,,,4274014
Bosnia and Herzegovi,Upper middle income,BIH,1943,,,2506481
Bosnia and Herzegovi,Upper middle income,BIH,1815,,,851806
Bosnia and Herzegovi,Upper middle income,BIH,1931,,,2290731
Bosnia and Herzegovi,Upper middle income,BIH,1932,,,2307978
Bosnia and Herzegovi,Upper middle income,BIH,1916,,,2047206
Bosnia and Herzegovi,Upper middle income,BIH,1805,,,851806
Bosnia and Herzegovi,Upper middle income,BIH,1934,,,2342862
Bosnia and Herzegovi,Upper middle income,BIH,1922,,,2141195
Bosnia and Herzegovi,Upper middle income,BIH,1800,,,851806
Bosnia and Herzegovi,Upper middle income,BIH,1823,,,867679
Bosnia and Herzegovi,Upper middle income,BIH,1968,,,3723069
Bosnia and Herzegovi,Upper middle income,BIH,1994,66,1653.42358398438,3762334
Bosnia and Herzegovi,Upper middle income,BIH,1826,,,883815
Bosnia and Herzegovi,Upper middle income,BIH,1913,,,2002351
Bosnia and Herzegovi,Upper middle income,BIH,1828,,,894738
Bosnia and Herzegovi,Upper middle income,BIH,1827,,,889260
Bosnia and Herzegovi,Upper middle income,BIH,1829,,,900250
Bosnia and Herzegovi,Upper middle income,BIH,1974,,,3983066
Bosnia and Herzegovi,Upper middle income,BIH,1915,,,2032144
Bosnia and Herzegovi,Upper middle income,BIH,1917,,,2062380
Bosnia and Herzegovi,Upper middle income,BIH,1806,,,851806
Bosnia and Herzegovi,Upper middle income,BIH,1936,,,2378273
Bosnia and Herzegovi,Upper middle income,BIH,1924,,,2173559
Bosnia and Herzegovi,Upper middle income,BIH,1979,,,4165508
Bosnia and Herzegovi,Upper middle income,BIH,1940,,,2450709
Bosnia and Herzegovi,Upper middle income,BIH,1882,,,1394390
Bosnia and Herzegovi,Upper middle income,BIH,1844,,,987128
Bosnia and Herzegovi,Upper middle income,BIH,1843,,,981084
Bosnia and Herzegovi,Upper middle income,BIH,1840,,,963173
Bosnia and Herzegovi,Upper middle income,BIH,1842,,,975077
Bosnia and Herzegovi,Upper middle income,BIH,1960,,,3262540
Bosnia and Herzegovi,Upper middle income,BIH,1841,,,969107
Bosnia and Herzegovi,Upper middle income,BIH,1804,,,851806
Bosnia and Herzegovi,Upper middle income,BIH,1770,,,592853
Bosnia and Herzegovi,Upper middle income,BIH,1780,,,617051
Bosnia and Herzegovi,Upper middle income,BIH,1855,,,1055515
Bosnia and Herzegovi,Upper middle income,BIH,1966,,,3620850
Bosnia and Herzegovi,Upper middle income,BIH,1837,,,945588
Bosnia and Herzegovi,Upper middle income,BIH,1981,,,4235971
Bosnia and Herzegovi,Upper middle income,BIH,1942,,,2487751
Bosnia and Herzegovi,Upper middle income,BIH,1814,,,851806
Bosnia and Herzegovi,Upper middle income,BIH,1970,,,3815565
Bosnia and Herzegovi,Upper middle income,BIH,1928,,,2239760
Bosnia and Herzegovi,Upper middle income,BIH,1930,,,2273613
Bosnia and Herzegovi,Upper middle income,BIH,1802,,,851806
Bosnia and Herzegovi,Upper middle income,BIH,1803,,,851806
Bosnia and Herzegovi,Upper middle income,BIH,1830,,,905797
Bosnia and Herzegovi,Upper middle income,BIH,1962,,,3387521
Bosnia and Herzegovi,Upper middle income,BIH,1790,,,642237
Bosnia and Herzegovi,Upper middle income,BIH,1937,,,2396179
Bosnia and Herzegovi,Upper middle income,BIH,1939,,,2432396
Bosnia and Herzegovi,Upper middle income,BIH,1992,65,,4275737
Bosnia and Herzegovi,Upper middle income,BIH,1993,65,,3942985
Bosnia and Herzegovi,Upper middle income,BIH,1995,66,2053.39916992188,3750528
Bosnia and Herzegovi,Upper middle income,BIH,1926,,,2206411
Bosnia and Herzegovi,Upper middle income,BIH,1927,,,2223023
Bosnia and Herzegovi,Upper middle income,BIH,1914,,,2017192
Bosnia and Herzegovi,Upper middle income,BIH,1935,,,2360501
Bosnia and Herzegovi,Upper middle income,BIH,1964,,,3507961
Bosnia and Herzegovi,Upper middle income,BIH,1965,,,3565526
Bosnia and Herzegovi,Upper middle income,BIH,1811,,,851806
Bosnia and Herzegovi,Upper middle income,BIH,1941,,,2469161
Bosnia and Herzegovi,Upper middle income,BIH,1813,,,851806
Bosnia and Herzegovi,Upper middle income,BIH,1835,,,934044
Bosnia and Herzegovi,Upper middle income,BIH,1836,,,939799
Bosnia and Herzegovi,Upper middle income,BIH,1929,,,2256623
Bosnia and Herzegovi,Upper middle income,BIH,1963,,,3448535
Bosnia and Herzegovi,Upper middle income,BIH,1918,,,2077907
Bosnia and Herzegovi,Upper middle income,BIH,1808,,,851806
Bosnia and Herzegovi,Upper middle income,BIH,1801,,,851806
Bosnia and Herzegovi,Upper middle income,BIH,1838,,,951414
Bosnia and Herzegovi,Upper middle income,BIH,1969,,,3770379
Bosnia and Herzegovi,Upper middle income,BIH,1812,,,851806
Bosnia and Herzegovi,Upper middle income,BIH,1919,,,2093552
Bosnia and Herzegovi,Upper middle income,BIH,1839,,,957275
Bosnia and Herzegovi,Upper middle income,BIH,1810,,,851806
Bosnia and Herzegovi,Upper middle income,BIH,1834,,,928325
Bosnia and Herzegovi,Upper middle income,BIH,1925,,,2189923
Bosnia and Herzegovi,Upper middle income,BIH,1938,,,2414220
Bosnia and Herzegovi,Upper middle income,BIH,1920,,,2109314
Bosnia and Herzegovi,Upper middle income,BIH,1807,,,851806
Bosnia and Herzegovi,Upper middle income,BIH,1809,,,851806
Bosnia and Herzegovi,Upper middle income,BIH,1833,,,922641
Bosnia and Herzegovi,Upper middle income,BIH,1831,,,911377
Bosnia and Herzegovi,Upper middle income,BIH,1832,,,916992
Botswa,Upper middle income,BWA,1993,48,8740.44140625,1462267
Botswa,Upper middle income,BWA,1984,,,1099177
Botswa,Upper middle income,BWA,1982,,,1023019
Botswa,Upper middle income,BWA,1992,48,8799.828125,1420696
Botswa,Upper middle income,BWA,1868,,,119749
Botswa,Upper middle income,BWA,1983,,,1060729
Botswa,Upper middle income,BWA,1865,,,116216
Botswa,Upper middle income,BWA,1866,,,117382
Botswa,Upper middle income,BWA,1902,,,170281
Botswa,Upper middle income,BWA,1867,,,118560
Botswa,Upper middle income,BWA,1994,51,8836.787109375,1503551
Botswa,Upper middle income,BWA,1981,,,982753
Botswa,Upper middle income,BWA,1864,,,115062
Botswa,Upper middle income,BWA,1890,,,149155
Botswa,Upper middle income,BWA,1863,,,113919
Botswa,Upper middle income,BWA,1870,,,122163
Botswa,Upper middle income,BWA,1844,,,102357
Botswa,Upper middle income,BWA,1862,,,112788
Botswa,Upper middle income,BWA,1980,,,938582
Botswa,Upper middle income,BWA,1859,,,109461
Botswa,Upper middle income,BWA,1861,,,111668
Botswa,Upper middle income,BWA,1856,,,106231
Botswa,Upper middle income,BWA,1899,,,163383
Botswa,Upper middle income,BWA,-3000,,,3709
Botswa,Upper middle income,BWA,1843,,,102747
Botswa,Upper middle income,BWA,1871,,,123389
Botswa,Upper middle income,BWA,1887,,,144755
Botswa,Upper middle income,BWA,1860,,,110559
Botswa,Upper middle income,BWA,1869,,,120950
Botswa,Upper middle income,BWA,1854,,,104132
Botswa,Upper middle income,BWA,1985,,,1138713
Botswa,Upper middle income,BWA,2016,,15654.681640625,2352419
Botswa,Upper middle income,BWA,1877,,,131004
Botswa,Upper middle income,BWA,1857,,,107297
Botswa,Upper middle income,BWA,1853,,,103098
Botswa,Upper middle income,BWA,1898,,,161553
Botswa,Upper middle income,BWA,1845,,,101968
Botswa,Upper middle income,BWA,-2000,,,7419
Botswa,Upper middle income,BWA,1876,,,129703
Botswa,Upper middle income,BWA,-5000,,,927
Botswa,Upper middle income,BWA,1976,,,766429
Botswa,Upper middle income,BWA,1855,,,105176
Botswa,Upper middle income,BWA,1891,,,150651
Botswa,Upper middle income,BWA,1995,53,9232.009765625,1543641
Botswa,Upper middle income,BWA,1858,,,108373
Botswa,Upper middle income,BWA,1901,,,167741
Botswa,Upper middle income,BWA,1873,,,125877
Botswa,Upper middle income,BWA,1988,,,1261276
Botswa,Upper middle income,BWA,1874,,,127139
Botswa,Upper middle income,BWA,1852,,,102074
Botswa,Upper middle income,BWA,-7000,,,231
Botswa,Upper middle income,BWA,-6000,,,463
Botswa,Upper middle income,BWA,1875,,,128415
Botswa,Upper middle income,BWA,2006,50,12318.3623046875,1928714
Botswa,Upper middle income,BWA,1878,,,132318
Botswa,Upper middle income,BWA,1809,,,116928
Botswa,Upper middle income,BWA,1810,,,116486
Botswa,Upper middle income,BWA,1986,,,1179266
Botswa,Upper middle income,BWA,1872,,,124627
Botswa,Upper middle income,BWA,1987,,,1220365
Botswa,Upper middle income,BWA,1896,,,158360
Botswa,Upper middle income,BWA,-9000,,,57
Botswa,Upper middle income,BWA,1989,,,1301681
Botswa,Upper middle income,BWA,2021,,,2588424
Botswa,Upper middle income,BWA,2001,51,10457.1484375,1761940
Botswa,Upper middle income,BWA,2014,,16042.052734375,2260383
Botswa,Upper middle income,BWA,1842,,,103138
Botswa,Upper middle income,BWA,1965,,,570984
Botswa,Upper middle income,BWA,1888,,,146207
Botswa,Upper middle income,BWA,1889,,,147673
Botswa,Upper middle income,BWA,1816,,,113858
Botswa,Upper middle income,BWA,1817,,,113426
Botswa,Upper middle income,BWA,0,,,29676
Botswa,Upper middle income,BWA,1903,,,173069
Botswa,Upper middle income,BWA,1996,54,9539.3837890625,1582175
Botswa,Upper middle income,BWA,1884,,,140485
Botswa,Upper middle income,BWA,1897,,,159949
Botswa,Upper middle income,BWA,1975,,,727933
Botswa,Upper middle income,BWA,1974,,,691577
Botswa,Upper middle income,BWA,1977,,,806972
Botswa,Upper middle income,BWA,1900,,,165444
Botswa,Upper middle income,BWA,1979,,,893509
Botswa,Upper middle income,BWA,1806,,,118270
Botswa,Upper middle income,BWA,1811,,,116044
Botswa,Upper middle income,BWA,-1000,,,14838
Botswa,Upper middle income,BWA,1893,,,153689
Botswa,Upper middle income,BWA,1894,,,155230
Botswa,Upper middle income,BWA,1895,,,156787
Botswa,Upper middle income,BWA,1850,,,100884
Botswa,Upper middle income,BWA,1997,54,10094.1357421875,1619358
Botswa,Upper middle income,BWA,1998,53,9911.1357421875,1655707
Botswa,Upper middle income,BWA,1999,53,10636.8466796875,1691561
Botswa,Upper middle income,BWA,2000,52,10629.947265625,1726992
Botswa,Upper middle income,BWA,2004,49,11305.5732421875,1859087
Botswa,Upper middle income,BWA,2005,49,11600.3291015625,1892819
Botswa,Upper middle income,BWA,1879,,,133646
Botswa,Upper middle income,BWA,1807,,,117821
Botswa,Upper middle income,BWA,1808,,,117374
Botswa,Upper middle income,BWA,1812,,,115604
Botswa,Upper middle income,BWA,1815,,,114292
Botswa,Upper middle income,BWA,1814,,,114728
Botswa,Upper middle income,BWA,1904,,,175903
Botswa,Upper middle income,BWA,1882,,,137708
Botswa,Upper middle income,BWA,2012,,14166.5439453125,2175429
Botswa,Upper middle income,BWA,1886,,,143317
Botswa,Upper middle income,BWA,1841,,,103531
Botswa,Upper middle income,BWA,1962,,,536436
Botswa,Upper middle income,BWA,1885,,,141894
Botswa,Upper middle income,BWA,1966,,,574860
Botswa,Upper middle income,BWA,1967,,,578731
Botswa,Upper middle income,BWA,2019,,16347.91015625,2499705
Botswa,Upper middle income,BWA,2020,,14654.6513671875,2546404
Botswa,Upper middle income,BWA,1847,,,101196
Botswa,Upper middle income,BWA,1892,,,152162
Botswa,Upper middle income,BWA,1971,,,604146
Botswa,Upper middle income,BWA,-10000,,,28
Botswa,Upper middle income,BWA,1849,,,100707
Botswa,Upper middle income,BWA,-8000,,,115
Botswa,Upper middle income,BWA,1802,,,120083
Botswa,Upper middle income,BWA,1803,,,119627
Botswa,Upper middle income,BWA,1978,,,849404
Botswa,Upper middle income,BWA,-4000,,,1854
Botswa,Upper middle income,BWA,1932,,,289700
Botswa,Upper middle income,BWA,1933,,,295547
Botswa,Upper middle income,BWA,1934,,,301513
Botswa,Upper middle income,BWA,1936,,,313808
Botswa,Upper middle income,BWA,1937,,,320142
Botswa,Upper middle income,BWA,1938,,,326604
Botswa,Upper middle income,BWA,1940,,,339716
Botswa,Upper middle income,BWA,1905,,,178784
Botswa,Upper middle income,BWA,1820,,,112139
Botswa,Upper middle income,BWA,1821,,,111714
Botswa,Upper middle income,BWA,1822,,,111289
Botswa,Upper middle income,BWA,2002,50,10896.8828125,1795137
Botswa,Upper middle income,BWA,2003,50,11205.400390625,1826866
Botswa,Upper middle income,BWA,1824,,,110446
Botswa,Upper middle income,BWA,1880,,,134986
Botswa,Upper middle income,BWA,2009,50,12298.83203125,2048997
Botswa,Upper middle income,BWA,1881,,,136340
Botswa,Upper middle income,BWA,2010,49,13126.21484375,2091666
Botswa,Upper middle income,BWA,2011,49,13724.6708984375,2134043
Botswa,Upper middle income,BWA,1883,,,139089
Botswa,Upper middle income,BWA,1990,,8431.7392578125,1341480
Botswa,Upper middle income,BWA,1839,,,104322
Botswa,Upper middle income,BWA,2013,,15597.6171875,2217285
Botswa,Upper middle income,BWA,1840,,,103926
Botswa,Upper middle income,BWA,1959,,,501837
Botswa,Upper middle income,BWA,1963,,,549046
Botswa,Upper middle income,BWA,2015,,14895.9052734375,2305177
Botswa,Upper middle income,BWA,2017,,15948.0322265625,2401848
Botswa,Upper middle income,BWA,1968,,,582661
Botswa,Upper middle income,BWA,1922,,,235691
Botswa,Upper middle income,BWA,1846,,,101581
Botswa,Upper middle income,BWA,1970,,,592254
Botswa,Upper middle income,BWA,1969,,,586748
Botswa,Upper middle income,BWA,1848,,,100811
Botswa,Upper middle income,BWA,1972,,,626618
Botswa,Upper middle income,BWA,1851,,,101336
Botswa,Upper middle income,BWA,1929,,,272583
Botswa,Upper middle income,BWA,1930,,,278218
Botswa,Upper middle income,BWA,1931,,,283924
Botswa,Upper middle income,BWA,1805,,,118721
Botswa,Upper middle income,BWA,1908,,,187712
Botswa,Upper middle income,BWA,2008,51,13581.1689453125,2007322
Botswa,Upper middle income,BWA,2007,51,13056.6728515625,1966980
Botswa,Upper middle income,BWA,1935,,,307599
Botswa,Upper middle income,BWA,1912,,,199936
Botswa,Upper middle income,BWA,1300,,,75138
Botswa,Upper middle income,BWA,100,,,31875
Botswa,Upper middle income,BWA,200,,,34236
Botswa,Upper middle income,BWA,300,,,36772
Botswa,Upper middle income,BWA,400,,,39496
Botswa,Upper middle income,BWA,500,,,42421
Botswa,Upper middle income,BWA,600,,,45564
Botswa,Upper middle income,BWA,700,,,48939
Botswa,Upper middle income,BWA,1964,,,562288
Botswa,Upper middle income,BWA,1920,,,226800
Botswa,Upper middle income,BWA,2018,,16222.4072265625,2451411
Botswa,Upper middle income,BWA,1100,,,65132
Botswa,Upper middle income,BWA,1740,,,106681
Botswa,Upper middle income,BWA,1770,,,112321
Botswa,Upper middle income,BWA,1400,,,80704
Botswa,Upper middle income,BWA,1834,,,106325
Botswa,Upper middle income,BWA,1991,,8790.353515625,1380593
Botswa,Upper middle income,BWA,1958,,,491312
Botswa,Upper middle income,BWA,1957,,,481230
Botswa,Upper middle income,BWA,1720,,,103479
Botswa,Upper middle income,BWA,1960,,,512874
Botswa,Upper middle income,BWA,1804,,,119173
Botswa,Upper middle income,BWA,1961,,,524413
Botswa,Upper middle income,BWA,800,,,52564
Botswa,Upper middle income,BWA,1921,,,231080
Botswa,Upper middle income,BWA,1000,,,60640
Botswa,Upper middle income,BWA,1830,,,107954
Botswa,Upper middle income,BWA,1780,,,114484
Botswa,Upper middle income,BWA,1790,,,116820
Botswa,Upper middle income,BWA,1800,,,121000
Botswa,Upper middle income,BWA,1973,,,657255
Botswa,Upper middle income,BWA,1818,,,112995
Botswa,Upper middle income,BWA,1819,,,112567
Botswa,Upper middle income,BWA,1944,,,366761
Botswa,Upper middle income,BWA,1823,,,110867
Botswa,Upper middle income,BWA,1907,,,184687
Botswa,Upper middle income,BWA,1919,,,222842
Botswa,Upper middle income,BWA,1200,,,69956
Botswa,Upper middle income,BWA,900,,,56458
Botswa,Upper middle income,BWA,1826,,,109609
Botswa,Upper middle income,BWA,1831,,,107545
Botswa,Upper middle income,BWA,1813,,,115165
Botswa,Upper middle income,BWA,1939,,,333128
Botswa,Upper middle income,BWA,1941,,,346366
Botswa,Upper middle income,BWA,1835,,,105921
Botswa,Upper middle income,BWA,1838,,,104719
Botswa,Upper middle income,BWA,1955,,,461892
Botswa,Upper middle income,BWA,1730,,,105032
Botswa,Upper middle income,BWA,1956,,,471467
Botswa,Upper middle income,BWA,1918,,,219194
Botswa,Upper middle income,BWA,1945,,,373799
Botswa,Upper middle income,BWA,1917,,,215848
Botswa,Upper middle income,BWA,1825,,,110027
Botswa,Upper middle income,BWA,1750,,,108436
Botswa,Upper middle income,BWA,1832,,,107136
Botswa,Upper middle income,BWA,1500,,,86682
Botswa,Upper middle income,BWA,1837,,,105118
Botswa,Upper middle income,BWA,1801,,,120541
Botswa,Upper middle income,BWA,1600,,,93103
Botswa,Upper middle income,BWA,1942,,,353080
Botswa,Upper middle income,BWA,1906,,,181712
Botswa,Upper middle income,BWA,1943,,,359855
Botswa,Upper middle income,BWA,1916,,,212567
Botswa,Upper middle income,BWA,1954,,,452270
Botswa,Upper middle income,BWA,1926,,,256138
Botswa,Upper middle income,BWA,1953,,,442494
Botswa,Upper middle income,BWA,1911,,,196862
Botswa,Upper middle income,BWA,1760,,,110312
Botswa,Upper middle income,BWA,1700,,,99999
Botswa,Upper middle income,BWA,1927,,,261521
Botswa,Upper middle income,BWA,1952,,,432601
Botswa,Upper middle income,BWA,1928,,,267018
Botswa,Upper middle income,BWA,1828,,,108779
Botswa,Upper middle income,BWA,1710,,,102013
Botswa,Upper middle income,BWA,1836,,,105519
Botswa,Upper middle income,BWA,1909,,,190749
Botswa,Upper middle income,BWA,1915,,,209336
Botswa,Upper middle income,BWA,1913,,,203021
Botswa,Upper middle income,BWA,1951,,,422896
Botswa,Upper middle income,BWA,1914,,,206155
Botswa,Upper middle income,BWA,1947,,,388284
Botswa,Upper middle income,BWA,1950,,,413489
Botswa,Upper middle income,BWA,1833,,,106730
Botswa,Upper middle income,BWA,1925,,,250866
Botswa,Upper middle income,BWA,1829,,,108366
Botswa,Upper middle income,BWA,1923,,,240644
Botswa,Upper middle income,BWA,1924,,,245702
Botswa,Upper middle income,BWA,1946,,,380973
Botswa,Upper middle income,BWA,1910,,,193799
Botswa,Upper middle income,BWA,1949,,,403813
Botswa,Upper middle income,BWA,1948,,,395735
Botswa,Upper middle income,BWA,1827,,,109193
Brazil,Upper middle income,BRA,1972,,,101194392
Brazil,Upper middle income,BRA,1974,,,106167376
Brazil,Upper middle income,BRA,1973,,,103666904
Brazil,Upper middle income,BRA,1971,,,98766288
Brazil,Upper middle income,BRA,1841,,,6278259
Brazil,Upper middle income,BRA,1957,,,66660892
Brazil,Upper middle income,BRA,1975,,,108700512
Brazil,Upper middle income,BRA,1843,,,6479457
Brazil,Upper middle income,BRA,1967,,,89323288
Brazil,Upper middle income,BRA,1956,,,64644888
Brazil,Upper middle income,BRA,1874,,,10582725
Brazil,Upper middle income,BRA,1970,,,96369888
Brazil,Upper middle income,BRA,1844,,,6582462
Brazil,Upper middle income,BRA,1886,,,13239123
Brazil,Upper middle income,BRA,1968,,,91659248
Brazil,Upper middle income,BRA,1840,,,6180015
Brazil,Upper middle income,BRA,1969,,,94000384
Brazil,Upper middle income,BRA,1963,,,79915560
Brazil,Upper middle income,BRA,1881,,,12059437
Brazil,Upper middle income,BRA,1882,,,12286637
Brazil,Upper middle income,BRA,1875,,,10782048
Brazil,Upper middle income,BRA,1860,,,8429580
Brazil,Upper middle income,BRA,1966,,,86979288
Brazil,Upper middle income,BRA,2021,,,214326224
Brazil,Upper middle income,BRA,1964,,,82262800
Brazil,Upper middle income,BRA,1842,,,6378065
Brazil,Upper middle income,BRA,2004,36,12316.3740234375,184722048
Brazil,Upper middle income,BRA,1887,,,13488565
Brazil,Upper middle income,BRA,1872,,,10195066
Brazil,Upper middle income,BRA,1976,,,111286504
Brazil,Upper middle income,BRA,1977,,,113939888
Brazil,Upper middle income,BRA,1880,,,11836453
Brazil,Upper middle income,BRA,1962,,,77599224
Brazil,Upper middle income,BRA,1990,,10520.7431640625,150706448
Brazil,Upper middle income,BRA,1965,,,84623752
Brazil,Upper middle income,BRA,1857,,,8052073
Brazil,Upper middle income,BRA,1883,,,12518134
Brazil,Upper middle income,BRA,1884,,,12753992
Brazil,Upper middle income,BRA,1958,,,68735928
Brazil,Upper middle income,BRA,2015,,15064.17578125,205188208
Brazil,Upper middle income,BRA,1800,,,2500000
Brazil,Upper middle income,BRA,1845,,,6687103
Brazil,Upper middle income,BRA,2017,,14524.61328125,208504960
Brazil,Upper middle income,BRA,1878,,,11402824
Brazil,Upper middle income,BRA,1978,,,116664384
Brazil,Upper middle income,BRA,1961,,,75330008
Brazil,Upper middle income,BRA,1979,,,119447304
Brazil,Upper middle income,BRA,1991,,10443.958984375,153336448
Brazil,Upper middle income,BRA,2012,,15478.79296875,199977712
Brazil,Upper middle income,BRA,1853,,,7574896
Brazil,Upper middle income,BRA,1858,,,8175992
Brazil,Upper middle income,BRA,1885,,,12994293
Brazil,Upper middle income,BRA,1873,,,10387088
Brazil,Upper middle income,BRA,1824,,,4801693
Brazil,Upper middle income,BRA,1801,,,2574764
Brazil,Upper middle income,BRA,1877,,,11192026
Brazil,Upper middle income,BRA,1804,,,2812740
Brazil,Upper middle income,BRA,1889,,,14016411
Brazil,Upper middle income,BRA,1846,,,6793409
Brazil,Upper middle income,BRA,1879,,,11617608
Brazil,Upper middle income,BRA,1835,,,5711380
Brazil,Upper middle income,BRA,1852,,,7460087
